product_name,brand,category,usage_frequency,price_usd,rating,number_of_reviews,product_size,skin_type,gender_target,packaging_type,main_ingredient,cruelty_free,country_of_origin,kategori_harga,rating_score,price_score,review_score,dss_score
divine contour,bourjois,contour,daily,123.63,2.4,5233,150ml,oily,female,stick,salicylic acid,False,italy,mahal,0.48,0.18829916422601622,0.5208082026537998,0.40065138979856485
divine lip liner,too faced,lipstick,monthly,69.61,2.9,2033,150ml,oily,male,compact,vitamin c,True,japan,sedang,0.58,0.5741838702764483,0.19913550462404503,0.5020822620077435
magic eyeliner,yves saint laurent,eyeliner,daily,78.08,2.8,3568,100ml,combination,female,stick,aloe vera,True,australia,sedang,0.5599999999999999,0.5136795485391814,0.353437876960193,0.504791439953793
perfect lipstick,danessa myricks,lipstick,occasional,54.77,2.4,1810,200ml,combination,male,stick,glycerin,False,germany,sedang,0.48,0.6801914422458747,0.1767189384800965,0.4794012203697817
divine concealer,kylie cosmetics,concealer,occasional,73.84,3.8,7930,50ml,sensitive,female,tube,glycerin,False,uk,sedang,0.76,0.5439674262447318,0.7919179734620024,0.70157382256582
ultra exfoliator,sisley,exfoliator,weekly,34.67,1.2,4614,150ml,normal,female,compact,aloe vera,True,germany,murah,0.24,0.8237731266519037,0.45858464012866906,0.4588488660213049
super eyeliner,drunk elephant,eyeliner,occasional,65.7,4.8,3101,250ml,combination,female,tube,shea butter,True,uk,sedang,0.96,0.6021144367454818,0.3064937675914757,0.7219330845419397
magic face mask,hourglass,face mask,daily,118.75,4.6,9483,30ml,combination,male,bottle,vitamin c,True,japan,mahal,0.9199999999999999,0.22315879705693265,0.9480297547245677,0.7165535900619933
magic lipstick,juvia’s place,lipstick,daily,129.0,1.4,2113,150ml,combination,female,bottle,hyaluronic acid,True,south korea,mahal,0.27999999999999997,0.14993928137724133,0.2071773220747889,0.22641724882813014
perfect mascara,kvd beauty,mascara,occasional,130.94,1.2,1000,50ml,combination,male,stick,retinol,True,south korea,mahal,0.24,0.13608114865347531,0.09529553679131483,0.17988345195430555
super highlighter,juvia’s place,highlighter,daily,140.12,2.6,3924,50ml,combination,male,spray,aloe vera,False,uk,mahal,0.52,0.07050503607400527,0.3892239646160032,0.35899630374540226
magic lip liner,make up for ever,lipstick,monthly,60.01,4.3,1782,50ml,dry,unisex,bottle,shea butter,True,uk,sedang,0.86,0.6427601971569399,0.17390430237233614,0.6576089196215492
super primer,kylie cosmetics,primer,daily,120.1,4.8,2096,100ml,oily,unisex,jar,salicylic acid,True,italy,mahal,0.96,0.21351525108936364,0.20546843586650584,0.5851482625001103
ultra foundation,shiseido,foundation,occasional,36.95,2.1,4986,50ml,combination,unisex,stick,retinol,False,italy,murah,0.42000000000000004,0.807486249017787,0.4959790912746281,0.5514416929602617
perfect foundation,juvia’s place,foundation,occasional,39.91,4.2,1895,150ml,combination,unisex,compact,glycerin,False,uk,murah,0.8400000000000001,0.7863418815629688,0.18526336952151187,0.6929552383731931
super face oil,drunk elephant,face oil,occasional,38.4,2.4,1457,50ml,dry,unisex,compact,shea butter,True,germany,murah,0.48,0.7971283663118794,0.14123441897868919,0.5073853936893017
divine powder,tatcha,powder,occasional,141.81,4.6,3117,150ml,normal,female,bottle,shea butter,False,france,mahal,0.9199999999999999,0.058432745196085434,0.30810213108162443,0.5391502497751505
magic lip liner,pat mcgrath labs,lipstick,weekly,79.15,2.8,2769,50ml,normal,male,stick,hyaluronic acid,True,italy,sedang,0.5599999999999999,0.5060361454389599,0.27312022517088863,0.4864348886658657
magic moisturizer,becca,moisturizer,occasional,125.12,2.9,5864,200ml,oily,female,tube,shea butter,True,uk,mahal,0.58,0.17765554682477325,0.584238037796542,0.4601442716067404
magic exfoliator,e.l.f.,exfoliator,daily,94.56,1.1,6201,200ml,combination,female,stick,aloe vera,True,germany,sedang,0.22000000000000003,0.39595685406100434,0.6181141938078005,0.3524098949798614
perfect face mask,natasha denona,face mask,occasional,81.5,1.4,8071,100ml,oily,female,compact,vitamin c,False,germany,sedang,0.27999999999999997,0.4892492320880063,0.8060916767189384,0.44799310497018957
perfect setting spray,milk makeup,setting spray,occasional,75.42,3.3,1258,100ml,dry,unisex,stick,retinol,True,south korea,sedang,0.6599999999999999,0.5326809057789843,0.12123039806996382,0.514050351347688
super contour,urban decay,contour,occasional,16.67,2.8,951,100ml,dry,male,jar,glycerin,True,france,murah,0.5599999999999999,0.9523537395528252,0.09036992360273421,0.5837801065863943
divine lip gloss,patrick ta,lip gloss,daily,24.87,3.1,9606,150ml,sensitive,unisex,bottle,aloe vera,True,france,murah,0.62,0.8937781270090721,0.9603940490550864,0.770212247913739
magic lip liner,e.l.f.,lipstick,monthly,132.08,1.8,1405,150ml,combination,unisex,jar,glycerin,False,japan,mahal,0.36,0.12793770983641684,0.13600723763570566,0.24558276047806618
super bb cream,kylie cosmetics,bb cream,monthly,140.0,2.4,2521,150ml,normal,unisex,tube,glycerin,False,australia,mahal,0.48,0.07136224016001147,0.24819059107358263,0.31104679026272
super lip gloss,kylie cosmetics,lip gloss,monthly,113.75,1.6,5631,100ml,sensitive,female,stick,vitamin c,False,uk,mahal,0.32,0.25887563397385527,0.5608162444712506,0.3498259390864067
ultra cleanser,kiehl’s,cleanser,weekly,30.8,1.8,6496,30ml,normal,female,tube,glycerin,False,germany,murah,0.36,0.8514179584256019,0.6477683956574186,0.5649790666591643
magic powder,too faced,powder,occasional,118.67,2.0,3492,250ml,combination,female,bottle,hyaluronic acid,False,australia,mahal,0.4,0.2237302664476034,0.3457981503819863,0.3362787100106783
ultra concealer,perricone md,concealer,occasional,62.47,1.9,5352,250ml,oily,female,tube,salicylic acid,True,france,sedang,0.38,0.6251875133938138,0.5327704061117813,0.48411033524050046
perfect eye shadow,glossier,eyeshadow,occasional,74.89,2.7,2510,150ml,sensitive,female,compact,glycerin,False,france,sedang,0.54,0.5364668904921781,0.24708484117410534,0.4803570353824745
divine concealer,huda beauty,concealer,weekly,102.25,2.2,2556,250ml,combination,unisex,stick,hyaluronic acid,False,south korea,mahal,0.44000000000000006,0.3410243588827774,0.2517088862082831,0.37264908490648985
magic cc cream,anastasia beverly hills,cc cream,weekly,93.62,4.5,455,30ml,sensitive,female,compact,shea butter,True,uk,sedang,0.9,0.40267161940138585,0.04051065540812224,0.5789036169020403
ultra exfoliator,nars,exfoliator,monthly,125.61,3.9,6970,30ml,sensitive,male,compact,hyaluronic acid,False,south korea,mahal,0.78,0.17415529680691488,0.695416164053076,0.5813298218526897
perfect foundation,patrick ta,foundation,daily,99.42,4.9,2413,250ml,combination,female,tube,hyaluronic acid,False,australia,sedang,0.9800000000000001,0.3612400885777556,0.2373341375150784,0.6458388540763425
magic mascara,rare beauty,mascara,daily,72.31,2.4,7841,150ml,normal,unisex,bottle,retinol,False,france,sedang,0.48,0.5548967783413101,0.7829714515480498,0.5630633238120031
divine primer,fenty beauty,primer,occasional,40.07,3.4,1632,50ml,combination,male,compact,glycerin,True,south korea,murah,0.6799999999999999,0.7851989427816273,0.1588258946521914,0.6073248617649264
magic moisturizer,ilia beauty,moisturizer,weekly,16.48,4.4,1247,50ml,normal,male,spray,salicylic acid,False,germany,murah,0.8800000000000001,0.9537109793556683,0.12012464817048653,0.7501382234407978
super blush,rare beauty,blush,daily,45.45,4.5,5753,150ml,combination,male,spray,glycerin,False,uk,murah,0.9,0.7467676262590185,0.5730800160836349,0.7886462910944325
super lip liner,hourglass,lipstick,occasional,34.56,3.7,3048,30ml,sensitive,female,tube,shea butter,True,germany,murah,0.74,0.824558897064076,0.30116606353035785,0.6776008818252943
magic face oil,glossier,face oil,monthly,21.95,3.0,3552,250ml,sensitive,unisex,spray,hyaluronic acid,True,australia,murah,0.6,0.914636759768555,0.3518295134700442,0.6447569306245753
super serum,rare beauty,serum,occasional,47.12,1.5,5847,30ml,combination,male,stick,glycerin,False,australia,murah,0.3,0.7348382027287663,0.5825291515882589,0.48695729113628167
divine highlighter,pat mcgrath labs,highlighter,occasional,114.73,4.5,6422,250ml,dry,unisex,spray,hyaluronic acid,False,south korea,mahal,0.9,0.25187513393813843,0.6403297145154805,0.6536284830845377
magic bb cream,yves saint laurent,bb cream,occasional,141.13,2.3,7484,250ml,combination,male,spray,vitamin c,True,uk,mahal,0.45999999999999996,0.06329023501678699,0.7470848411741053,0.39840403873985714
magic face oil,ilia beauty,face oil,monthly,127.83,3.4,8962,50ml,dry,female,compact,shea butter,False,australia,mahal,0.6799999999999999,0.15829702121580125,0.8956574185765983,0.56662059008006
magic makeup remover,farsali,makeup remover,weekly,97.61,3.2,5723,150ml,combination,male,stick,shea butter,False,uk,sedang,0.64,0.3741695835416816,0.5700643345396059,0.5462637419704257
perfect bronzer,bourjois,bronzer,daily,52.23,2.6,9984,250ml,combination,unisex,tube,vitamin c,True,france,sedang,0.52,0.6983355953996715,0.9983916365098512,0.6691790059218716
divine concealer,hourglass,concealer,monthly,102.32,4.3,1742,50ml,sensitive,male,stick,salicylic acid,True,usa,mahal,0.86,0.3405243231659405,0.16988339364696423,0.5661339756791749
divine lip liner,shiseido,lipstick,weekly,133.58,4.4,1041,150ml,combination,male,jar,retinol,True,france,mahal,0.8800000000000001,0.11722265876134008,0.09941696823482107,0.4950501912753663
magic mascara,sisley,mascara,daily,116.05,4.6,1516,100ml,combination,male,tube,aloe vera,False,australia,mahal,0.9199999999999999,0.24244588899207098,0.1471652593486128,0.5621668185673439
perfect serum,bourjois,serum,monthly,22.51,4.3,4279,250ml,oily,female,stick,salicylic acid,True,uk,murah,0.86,0.9106364740338595,0.4249095295536791,0.7881728481208937
divine mascara,urban decay,mascara,occasional,62.24,2.4,6582,150ml,dry,female,bottle,aloe vera,True,france,sedang,0.48,0.6268304878919924,0.6564133494169683,0.5593318162509914
ultra serum,farsali,serum,daily,99.16,2.6,7285,30ml,combination,male,compact,retinol,True,australia,sedang,0.52,0.36309736409743565,0.72708082026538,0.5143453732823067
perfect moisturizer,patrick ta,moisturizer,monthly,55.71,3.7,291,250ml,dry,male,compact,aloe vera,True,france,sedang,0.74,0.6734766769054933,0.024024929634097306,0.5768479889984675
divine bronzer,make up for ever,bronzer,daily,57.6,1.1,5375,30ml,dry,male,compact,glycerin,False,australia,sedang,0.22000000000000003,0.6599757125508965,0.5350824286288701,0.415009199491043
divine lip gloss,kiehl’s,lip gloss,occasional,35.22,1.7,4931,150ml,normal,male,compact,retinol,True,france,murah,0.33999999999999997,0.8198442745910423,0.49045034177724167,0.514043350732761
ultra contour,glossier,contour,monthly,38.73,1.7,8112,250ml,sensitive,female,stick,retinol,True,italy,murah,0.33999999999999997,0.7947710550753626,0.8102131081624447,0.5704739381550977
magic makeup remover,rms beauty,makeup remover,weekly,89.34,2.7,8816,200ml,sensitive,male,stick,aloe vera,True,usa,sedang,0.54,0.4332452318022716,0.8809811017289908,0.5761697898864797
divine exfoliator,kvd beauty,exfoliator,daily,39.86,4.0,7312,30ml,oily,female,tube,shea butter,False,uk,murah,0.8,0.786699049932138,0.729794933655006,0.7819687017106427
magic contour,huda beauty,contour,daily,64.16,2.6,4709,250ml,dry,female,stick,glycerin,False,australia,sedang,0.52,0.613115222515894,0.46813429835142745,0.5375614264250537
magic mascara,laura mercier,mascara,occasional,128.52,3.2,9604,50ml,oily,unisex,tube,shea butter,True,germany,mahal,0.64,0.1533680977212658,0.9601930036188179,0.5580490300401433
perfect serum,e.l.f.,serum,daily,76.43,1.6,4712,30ml,dry,female,stick,aloe vera,False,italy,sedang,0.32,0.5254661047217658,0.4684358665058303,0.4113270047176958
magic concealer,kvd beauty,concealer,daily,130.3,3.0,5581,250ml,sensitive,male,stick,salicylic acid,False,australia,mahal,0.6,0.14065290377884132,0.5557901085645356,0.4533538928465595
ultra eyeliner,sisley,eyeliner,monthly,81.65,1.3,9166,200ml,combination,unisex,compact,vitamin c,False,germany,sedang,0.26,0.48817772698049855,0.9161640530759951,0.45968612870934855
super lip gloss,nars,lip gloss,weekly,134.11,1.3,776,250ml,dry,unisex,spray,aloe vera,True,australia,mahal,0.26,0.11343667404814628,0.072778447929232,0.1785866918002903
ultra mascara,too faced,mascara,occasional,111.22,2.3,6568,200ml,oily,male,jar,hyaluronic acid,False,australia,mahal,0.45999999999999996,0.2769483534538182,0.6550060313630881,0.4440857123087631
magic highlighter,milk makeup,highlighter,monthly,45.79,4.0,5168,100ml,dry,male,stick,salicylic acid,False,germany,murah,0.8,0.7443388813486678,0.5142742259750703,0.7261565095996144
perfect contour,make up for ever,contour,daily,133.16,3.9,3477,100ml,normal,unisex,bottle,salicylic acid,False,south korea,mahal,0.78,0.12022287306236168,0.34429030960997187,0.4949249238407029
perfect face oil,bourjois,face oil,weekly,97.51,4.5,2177,250ml,normal,unisex,stick,vitamin c,False,south korea,sedang,0.9,0.37488392028002004,0.213610776035384,0.6051873312910828
ultra cleanser,becca,cleanser,weekly,59.48,2.4,7822,30ml,combination,male,spray,glycerin,False,italy,sedang,0.48,0.6465461818701337,0.7810615199034981,0.5901761585417398
magic setting spray,fenty beauty,setting spray,occasional,80.73,4.9,7558,150ml,dry,female,tube,glycerin,True,usa,sedang,0.9800000000000001,0.4947496249732124,0.7545235223160435,0.7893295919551725
ultra eye shadow,kvd beauty,eyeshadow,monthly,133.42,2.6,9372,250ml,combination,female,compact,retinol,True,south korea,mahal,0.52,0.11836559754268172,0.9368717330116606,0.4828840258651367
super moisturizer,hourglass,moisturizer,occasional,17.88,1.6,3790,100ml,oily,female,bottle,hyaluronic acid,False,australia,murah,0.32,0.94371026501893,0.37575392038600725,0.5182638635828805
super setting spray,nars,setting spray,daily,46.84,3.8,2083,50ml,dry,male,stick,salicylic acid,True,usa,murah,0.76,0.736838345596114,0.20416164053075994,0.6418838317849862
magic serum,bobby brown,serum,monthly,39.25,1.1,6768,50ml,normal,unisex,spray,shea butter,True,australia,murah,0.22000000000000003,0.7910565040360026,0.6751105749899478,0.4823390662087903
perfect lipstick,bobby brown,lipstick,daily,105.31,2.0,3957,50ml,sensitive,unisex,jar,shea butter,True,italy,mahal,0.4,0.31916565468962077,0.39254121431443506,0.37425793926977324
perfect setting spray,bite beauty,setting spray,monthly,56.98,4.0,1796,100ml,sensitive,unisex,jar,aloe vera,False,italy,sedang,0.8,0.6644046003285949,0.1753116204262163,0.6343837041838217
divine face mask,tarte,face mask,daily,107.19,3.6,171,150ml,combination,unisex,bottle,vitamin c,True,australia,mahal,0.72,0.30573612400885786,0.011962203457981505,0.4541132778942536
ultra mascara,tatcha,mascara,occasional,72.9,3.6,7838,200ml,sensitive,male,stick,hyaluronic acid,True,usa,sedang,0.72,0.5506821915851132,0.782669883393647,0.6817386341542633
super serum,huda beauty,serum,weekly,92.5,2.6,2368,50ml,combination,male,jar,hyaluronic acid,False,france,sedang,0.52,0.41067219087077655,0.23281061519903498,0.42976378030103995
ultra concealer,becca,concealer,monthly,76.23,4.4,572,50ml,dry,unisex,compact,hyaluronic acid,True,italy,sedang,0.8800000000000001,0.5268947781984428,0.05227181342983514,0.6085227961454999
ultra setting spray,milk makeup,setting spray,weekly,101.88,2.9,532,30ml,dry,male,stick,retinol,False,south korea,mahal,0.58,0.34366740481462965,0.04825090470446321,0.40275040238528154
super eyeliner,kvd beauty,eyeliner,daily,129.39,1.0,8865,30ml,combination,female,compact,aloe vera,False,usa,mahal,0.2,0.1471533680977214,0.8859067149175713,0.3213273534128307
magic concealer,nars,concealer,weekly,47.63,3.0,7477,150ml,oily,male,compact,aloe vera,False,uk,murah,0.6,0.7311950853632403,0.7463811821471653,0.6686347620384052
divine cleanser,juvia’s place,cleanser,occasional,137.95,3.7,8343,100ml,sensitive,male,jar,aloe vera,True,japan,mahal,0.74,0.0860061432959498,0.8334338560514676,0.5624886141990785
super bronzer,danessa myricks,bronzer,weekly,126.32,3.6,9290,150ml,oily,unisex,jar,salicylic acid,False,japan,mahal,0.72,0.1690835059647119,0.9286288701246481,0.5964508258143432
super contour,e.l.f.,contour,monthly,112.93,4.7,9149,250ml,dry,female,jar,glycerin,False,germany,mahal,0.9400000000000001,0.2647331952282306,0.9144551668677121,0.7323109919420115
divine setting spray,colourpop,setting spray,weekly,22.28,3.7,5745,150ml,sensitive,male,jar,vitamin c,True,australia,murah,0.74,0.912279448532038,0.5722758343385606,0.7581390014273235
divine exfoliator,natasha denona,exfoliator,monthly,144.11,3.8,7325,30ml,normal,male,stick,aloe vera,False,italy,mahal,0.76,0.042003000214301034,0.7311017289907519,0.5388212458624407
magic eye shadow,e.l.f.,eyeshadow,weekly,28.01,3.4,3770,50ml,dry,female,compact,hyaluronic acid,False,france,murah,0.6799999999999999,0.8713479534252446,0.37374346602332126,0.6761530792322376
perfect bb cream,tatcha,bb cream,daily,131.75,4.1,1193,200ml,normal,female,compact,glycerin,False,uk,mahal,0.82,0.1302950210729339,0.11469642139123441,0.472027790600127
super eye shadow,drunk elephant,eyeshadow,weekly,122.98,4.5,6642,100ml,oily,female,jar,retinol,True,japan,mahal,0.9,0.19294235302521612,0.6624447125050261,0.64037164840857
magic face mask,drunk elephant,face mask,daily,44.48,4.4,8667,150ml,oily,male,compact,aloe vera,False,usa,murah,0.8800000000000001,0.7536966926209016,0.8660032167269803,0.8393096511316667
magic setting spray,perricone md,setting spray,daily,145.55,4.9,8164,50ml,dry,male,jar,glycerin,False,usa,mahal,0.9800000000000001,0.03171655118222727,0.8154402895054282,0.6626030232557538
super powder,huda beauty,powder,monthly,94.61,4.5,2655,200ml,dry,unisex,jar,shea butter,True,uk,sedang,0.9,0.3955996856918351,0.2616606353035786,0.6210120327682662
super concealer,ilia beauty,concealer,daily,98.84,1.4,2612,100ml,combination,unisex,tube,aloe vera,True,germany,sedang,0.27999999999999997,0.3653832416601186,0.25733815842380375,0.3010826041827963
